Número de Registro,NIT Productor SDV,Nombre Comercial,Nombre Técnico,Partida Arancelaria,Fecha de Aprobacion,Fecha de Vencimiento
202103190076834,900041345,Calcomanía Tapa Lateral RH KK3 GSX125,Calcomanía Tapa Lateral RH KK3 GSX125,4908909000,03/25/2021 10:20:33 AM,03/25/2022 12:00:00 AM
202103190076835,900041345,Calcomanía Tapa Lateral LH LK6 GSX125,Calcomanía Tapa Lateral LH LK6 GSX125,4908909000,03/25/2021 10:13:36 AM,03/25/2022 12:00:00 AM
202103190076836,900041345,Calcomanía Tapa Lateral RH LK6 GSX125,Calcomanía Tapa Lateral RH LK6 GSX125,4908909000,03/25/2021 10:07:01 AM,03/25/2022 12:00:00 AM
202103190076837,900041345,Calcomanía Tapa Lateral LH YK4 GSX125,Calcomanía Tapa Lateral LH YK4 GSX125,4908909000,03/24/2021 11:49:36 AM,03/24/2022 12:00:00 AM
202103190076838,900041345,Calcomanía Tapa Lateral RH YK4 GSX125,Calcomanía Tapa Lateral RH YK4 GSX125,4908909000,03/24/2021 11:40:55 AM,03/24/2022 12:00:00 AM
202103190076839,900041345,Calcomanía Tapa Tanque Inferior LH KK3 GSX125,Calcomanía Tapa Tanque Inferior LH KK3 GSX125,4908909000,03/23/2021 04:47:07 PM,03/23/2022 12:00:00 AM
202103190076840,900041345,Calcomanía Tapa Tanque Inferior RH KK3 GSX125,Calcomanía Tapa Tanque Inferior RH KK3 GSX125 68195C09K21HNRR,4908909000,03/23/2021 04:41:22 PM,03/23/2022 12:00:00 AM
202103190076841,900041345,Calcomanía Tapa Tanque Inferior LH LK6 GSX125,Calcomanía Tapa Tanque Inferior LH LK6 GSX125,4908909000,03/19/2021 08:34:35 AM,03/19/2022 12:00:00 AM
202103190076842,900041345,Calcomanía Tapa Tanque Inferior RH LK6 GSX125,Calcomanía Tapa Tanque Inferior RH LK6 GSX125,4908909000,03/23/2021 04:35:10 PM,03/23/2022 12:00:00 AM
202103190076843,900041345,Calcomanía Tapa Tanque Inferior LH YK4 GSX125,Calcomanía Tapa Tanque Inferior LH YK4 GSX125,4908909000,03/19/2021 08:42:34 AM,03/19/2022 12:00:00 AM
202103190076844,900041345,Calcomanía Tapa Tanque Inferior RH YK4 GSX125,Calcomanía Tapa Tanque Inferior RH YK4 GSX125,4908909000,03/19/2021 02:29:12 PM,03/19/2022 12:00:00 AM
202103190076845,900041345,Calcomanía Tapa Tanque Superior LH KK3 GSX125,Calcomanía Tapa Tanque Superior LH KK3 GSX125,4908909000,03/19/2021 08:48:53 AM,03/19/2022 12:00:00 AM
202103190076846,900041345,Calcomanía Tapa Tanque Superior RH KK3 GSX125,Calcomanía Tapa Tanque Superior RH KK3 GSX125,4908909000,03/19/2021 02:12:16 PM,03/19/2022 12:00:00 AM
202103190076847,900041345,Calcomanía Tapa Tanque Superior LH LK6 GSX125,Calcomanía Tapa Tanque Superior LH LK6 GSX125,4908909000,03/19/2021 02:00:59 PM,03/19/2022 12:00:00 AM
202103190076848,900041345,Calcomanía Tapa Tanque Superior RH LK6 GSX125,Calcomanía Tapa Tanque Superior RH LK6 GSX125,4908909000,03/19/2021 08:53:52 AM,03/19/2022 12:00:00 AM
202103190076849,900041345,Calcomanía Tapa Tanque Superior LH YK4 GSX125,Calcomanía Tapa Tanque Superior LH YK4 GSX125,4908909000,03/19/2021 01:42:03 PM,03/19/2022 12:00:00 AM
202103190076850,900041345,Calcomanía Tapa Tanque Superior RH YK4 GSX125,Calcomanía Tapa Tanque Superior RH YK4 GSX125,4908909000,03/19/2021 01:14:33 PM,03/19/2022 12:00:00 AM
202103190076870,900041345,Calcomanía Informacion de la Llanta UK110,Calcomanía Informacion de la Llanta UK110,4908909000,03/19/2021 12:53:40 PM,03/19/2022 12:00:00 AM
202103190076872,900041345,Calcomanía Capacidad de Carga UK110,Calcomanía Capacidad de Carga UK110,4908909000,03/19/2021 12:46:59 PM,03/19/2022 12:00:00 AM
202103190076873,900041345,Calcomanía Tapa Lateral RH YK3 Moto Roja UK110,Calcomanía Tapa Lateral RH YK3 Moto Roja UK110,4908909000,03/19/2021 12:38:09 PM,03/19/2022 12:00:00 AM
202103190076874,900041345,Calcomanía Tapa Lateral LH YK3 Moto Roja UK110,Calcomanía Tapa Lateral LH YK3 Moto Roja UK110,4908909000,03/19/2021 12:22:03 PM,03/19/2022 12:00:00 AM
202103190076875,900041345,Calcomania Tapa Lateral RH KK3 Moto Negra UK110,Calcomania Tapa Lateral RH KK3 Moto Negra UK110,4908909000,03/19/2021 12:13:12 PM,03/19/2022 12:00:00 AM
202103190076876,900041345,Calcomania Tapa Lateral LH KK3 Moto Negra UK110,Calcomania Tapa Lateral LH KK3 Moto Negra UK110,4908909000,03/19/2021 09:27:28 AM,03/19/2022 12:00:00 AM
202103190076877,900041345,Calcomania Tapa Lateral RH NN2 Moto Blanca UK110,Calcomania Tapa Lateral RH NN2 Moto Blanca UK110,4908909000,03/19/2021 09:41:58 AM,03/19/2022 12:00:00 AM
202103190076878,900041345,Calcomania Tapa Lateral LH NN2 Moto Blanca UK110,Calcomania Tapa Lateral LH NN2 Moto Blanca UK110,4908909000,03/19/2021 09:50:31 AM,03/19/2022 12:00:00 AM
202103190076882,900450642,CHAQUETA DE ALTA VISIBILIDAD EN POLIESTER 100% TEJIDO PLANO PARA HOMBRE,CHAQUETA DE ALTA VISIBILIDAD EN POLIESTER 100% TEJIDO PLANO PARA HOMBRE,6201130000,03/19/2021 12:35:23 PM,12/31/2021 12:00:00 AM
202103190076883,900450642,CHAQUETA DE ALTA VISIBILIDAD EN POLIESTER 100% TEJIDO PLANO PARA MUJER,CHAQUETA DE ALTA VISIBILIDAD EN POLIESTER 100% TEJIDO PLANO PARA MUJER,6202130000,03/19/2021 12:30:08 PM,12/31/2021 12:00:00 AM
202103190076884,900450642,CHAQUETA EN POLIESTER 100% TEJIDO DE PUNTO,CHAQUETA EN POLIESTER 100% TEJIDO DE PUNTO TERMICA PARA ALTURAS,6101300000,03/19/2021 12:27:37 PM,03/19/2022 12:00:00 AM
202103190076885,900450642,CINTURON TACTICO EN REATA POLIAMIDA 100%,CINTURON TACTICO EN REATA POLIAMIDA 100%,6217100000,03/19/2021 12:25:25 PM,03/19/2022 12:00:00 AM
202103190076886,900450642,CHAQUETA IMPERMEABLE TACTICA EN POLIESTER 100% TEJIDO PLANO,CHAQUETA IMPERMEABLE TACTICA EN POLIESTER 100% TEJIDO PLANO,6201130000,03/19/2021 12:21:45 PM,12/31/2021 12:00:00 AM
202103190076887,900450642,SUDADERA PARA HOMBRE (CONJUNTO DE 2 PIEZAS FORMADO POR CHAQUETA Y PANTALON),SUDADERA PARA HOMBRE (CONJUNTO DE 2 PIEZAS FORMADO POR CHAQUETA Y PANTALON),6211330000,03/19/2021 12:18:25 PM,03/19/2022 12:00:00 AM
202103190076894,811023478,BROCHE DOBLE SERVICIO MACHO TUBO HEMBRA,BROCHE DOBLE SERVICIO LATÓN,9606100000,03/19/2021 04:38:13 PM,03/19/2022 12:00:00 AM
202103190076898,800244270,CAMAS ELECTRICAS PARA DIFERENETES COMPLEJIDADES,CAMAS ELECTRICAS PARA DIFERENETES COMPLEJIDADES,9402909000,03/23/2021 07:52:21 AM,03/23/2022 12:00:00 AM
202103190076903,811023478,OJETE  METALICO COBRIZADO,OJETE METALICO COBRIZADO,8308101900,04/13/2021 10:17:10 PM,04/13/2022 12:00:00 AM
202103190076905,800244270,CAMILLA PARA TRANSPORTE Y RECUPERACION,CAMILLA PARA TRANSPORTE Y RECUPERACION,9402909000,03/23/2021 07:49:44 AM,03/23/2022 12:00:00 AM
202103190076908,890801748,REFRIGERADOR DE USO DOMESTICO DE DOS PUERTAS,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES Y DE DOS PUERTAS EXTERNAS SEPARADAS CON CAPACIDAD SUPERIOR O IGUAL A 184 LITROS Y MENOR A 269 LITROS CON SISTEMA DE ENFRIAMIENTO POR COMPRESION,8418102000,03/24/2021 12:00:00 AM,03/24/2022 12:00:00 AM
202103190076909,890801748,REFRIGERADOR DE USO DOMESTICO DE DOS PUERTAS SIN ESCARCHA - NO FROST,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES Y DE DOS PUERTAS EXTERNAS SEPARADAS,8418103000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076910,890801748,REFRIGERADOR DE USO DOMESTICO DE DOS PUERTAS CON ESCARCHA -DE FROST,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES Y DE DOS PUERTAS EXTERNAS SEPARADAS,8418103000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076911,890801748,REFRIGERADOR DE USO DOMESTICO DE DOS PUERTAS SIN ESCARCHA - NO FROST,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES LOS DEMAS,8418109000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076912,817000865,Fleje cortina cold rolled de 6,Perfil para cortina enrrollable en acero cold rolled,7216610000,03/24/2021 06:06:17 AM,03/24/2022 12:00:00 AM
202103190076913,890801748,REFRIGERADORES DE USO DOMESTICO DE DOS PUERTAS CON ESCARCHA - DE FROST,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES LOS DEMAS,8418109000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076914,890801748,REFRIGERADOR DE USO DOMESTICO DE UNA PUERTA,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES Y DE UNA PUERTA EXTERNA CON SISTEMA DE ENFRIAMIENTO POR COMPRESION,8418212000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076915,890801748,REFRIGERADOR DE USO DOMESTICOS DE UNA PUERTA,REFRIGERADORES CON COMPARTIMIENTOS DE CONGELADOR Y REFRIGERADOR INDEPENDIENTES Y DE UNA PUERTA EXTERNA,8418213000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076916,890801748,PUERTA PARA CONPARTIMIENTO CONGELADOR - NEVERA,PUERTA PARA COMPARTIMIENTO CONGELADOR NEVERA,8418999090,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076917,890801748,GABINETE SIN PUERTAS,MUEBLE CONCEBIDO PARA INCORPORAR UN EQUIPO DE PRODUCCION DE FRIO,8418910000,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076918,890801748,PUERTA PARA COMPARTIMIENTO DE REFRIGERADOR - NEVERA,PUERTA PARA COMPARTIMIENTO DE REFRIGERADOR - NEVERA,8418999090,04/05/2021 12:00:00 AM,04/05/2022 12:00:00 AM
202103190076920,890906397,Ferrita de Zinc,Ferrita de Zinc estabilizada con titanio,3206499900,03/19/2021 05:09:11 PM,12/31/2021 12:00:00 AM
202103190076923,817000865,Fleje cortina Galvanizado de 6,Perfil para cortina enrrollable en acero galvanizado,7216610000,03/24/2021 05:49:29 AM,03/24/2022 12:00:00 AM
202103190076924,817000865,Fleje cortina  con acero aleado Galvanizado de 6,Perfil para cortina enrrollable en acero galvanizado,7228700000,03/24/2021 05:41:31 AM,03/24/2022 12:00:00 AM
202103220076646,811044001,GATO CENTRAL AK 125 FLEX CYCLONE-VIGENCIA 2021,GATO CENTRAL AK 125 FLEX CYCLONE,8714109000,03/29/2021 09:57:20 AM,03/29/2022 12:00:00 AM
202103220076928,901049062,CHALECO FORRO EXTERIOR PARA ALOJAR PANEL BALISTICO,CHALECO FORRO EXTERIOR PARA ALOJAR PANEL BALISTICO,6307909000,03/23/2021 04:57:54 PM,03/23/2022 12:00:00 AM
202103220076929,900719304,BOTA TERMICA,BOTA TERMICA,6403919000,03/25/2021 09:31:45 PM,03/25/2022 12:00:00 AM
202103230075970,900257051,DISTRIBUIDOR PARA VAPOR 172.5 LBS - 17.250 LBS,DISTRIBUIDOR PARA VAPOR,8404900000,04/07/2021 01:41:04 AM,04/07/2022 12:00:00 AM
202103230075971,900257051,TANQUE CONDENSADOS PARA CALDERA A VAPOR 320-400 GLS,TANQUE CONDENSADOS,8402190000,04/07/2021 01:38:57 AM,04/07/2022 12:00:00 AM
202103230076611,804010334,GANCHO LAMINAR CERVICAL INFINITY,ARTICULOS Y APARATOS DE ORTOPEDIA PARA FRACTURAS,9021102000,03/25/2021 10:01:12 AM,03/25/2022 12:00:00 AM
202103230076612,804010334,GANCHO CONECTOR CERVICAL INFINITY,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 09:54:56 AM,03/25/2022 12:00:00 AM
202103230076613,804010334,TORNILLO POLIAXIAL CERVICAL INFINITY,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 09:56:13 AM,03/25/2022 12:00:00 AM
202103230076769,805025631,HILADILLO DE ALGODON. VARIAS MARCAS Y PRESENTACIONES,CINTA (HILADILLO) PARA CONFECCIONES COMPOSICION 100% ALGODON,5806310090,03/26/2021 11:25:28 AM,03/26/2022 12:00:00 AM
202103230076773,860524955,VARILLA PEDAL DE FRENO GD-110,VARILLA PEDAL DE FRENO GD-110,8714109000,03/24/2021 08:55:10 AM,03/24/2022 12:00:00 AM
202103230076774,860524955,CARRIER COMP,CARRIER COMP,8714109000,03/24/2021 09:13:15 AM,03/24/2022 12:00:00 AM
202103230076851,860524955,PEDAL COMP BRAKE AX4,PEDAL COMP BRAKE AX4,8714109000,03/24/2021 09:47:23 AM,03/24/2022 12:00:00 AM
202103230076859,860524955,PEDAL DE FRENO FW-110,PEDAL DE FRENO FW-110,8714109000,03/24/2021 10:12:31 AM,03/24/2022 12:00:00 AM
202103230076888,860524955,VARILLA PEDAL DE FRENO GSX150 (GIXXER),VARILLA PEDAL DE FRENO GSX150 (GIXXER),8714109000,03/25/2021 09:17:53 AM,03/25/2022 12:00:00 AM
202103230076892,860524955,PEDAL DE FRENO GSX150 (GIXXER),PEDAL DE FRENO GSX150 (GIXXER),8714109000,03/25/2021 09:33:49 AM,03/25/2022 12:00:00 AM
202103230076932,890301886,PLATAFORMA ENTRE 40 - 43 PIES,SEMIRREMOLQUE PLATAFORMA ENTRE 40 - 43 PIES,8716390090,03/23/2021 08:03:09 AM,03/23/2022 12:00:00 AM
202103230076934,890301886,BARRA TENSORA 45D,BARRA TENSORA 45D (45DF537100IN),8714109000,04/08/2021 12:00:00 AM,04/08/2022 12:00:00 AM
202103230076938,900041345,Calcomania Cubrepierna RH YK3 Moto Roja UK110,Calcomania Cubrepierna RH YK3 Moto Roja UK110,4908909000,03/26/2021 02:11:03 PM,03/26/2022 12:00:00 AM
202103230076939,900041345,Calcomania Cubrepierna LH YK3 Moto Roja UK110,Calcomania Cubrepierna LH YK3 Moto Roja UK110,4908909000,03/26/2021 02:18:51 PM,03/26/2022 12:00:00 AM
202103230076940,900041345,Calcomania Cubrepierna RH KK3 Moto Negra UK110,Calcomania Cubrepierna RH KK3 Moto Negra UK110,4908909000,03/26/2021 02:24:21 PM,03/26/2022 12:00:00 AM
202103230076941,900041345,Calcomania Cubrepierna LH KK3 Moto Negra UK110,Calcomania Cubrepierna LH KK3 Moto Negra UK110,4908909000,03/26/2021 02:28:25 PM,03/26/2022 12:00:00 AM
202103230076942,900041345,Calcomania Cubrepierna RH NN2 Moto Blanca UK110,Calcomania Cubrepierna RH NN2 Moto Blanca UK110,4908909000,03/26/2021 02:32:26 PM,03/26/2022 12:00:00 AM
202103230076943,900041345,Calcomania Cubrepierna LH NN2 Moto Blanca UK110,Calcomania Cubrepierna LH NN2 Moto Blanca UK110,4908909000,03/26/2021 02:36:05 PM,03/26/2022 12:00:00 AM
202103230076946,900041345,Calcomanía Cubrepierna Central RH YK3 Moto Roja UK110,Calcomanía Cubrepierna Central RH YK3 Moto Roja UK110,4908909000,03/26/2021 02:40:05 PM,03/26/2022 12:00:00 AM
202103230076947,900041345,Calcomanía Cubrepierna Central LH YK3 Moto Roja UK110,Calcomanía Cubrepierna Central LH YK3 Moto Roja UK110,4908909000,03/26/2021 03:05:00 PM,03/26/2022 12:00:00 AM
202103230076948,900041345,Calcomanía Cubrepierna Central RH KK3 Moto Negra UK110,Calcomanía Cubrepierna Central RH KK3 Moto Negra UK110,4908909000,03/26/2021 03:12:12 PM,03/26/2022 12:00:00 AM
202103230076949,900041345,Calcomanía Cubrepierna Central LH KK3 Moto Negra UK110,Calcomanía Cubrepierna Central LH KK3 Moto Negra UK110,4908909000,03/26/2021 03:16:12 PM,03/26/2022 12:00:00 AM
202103230076950,900041345,Calcomanía Cubrepierna Central RH NN2 Moto Blanca UK110,Calcomanía Cubrepierna Central RH NN2 Moto Blanca UK110,4908909000,03/26/2021 03:19:42 PM,03/26/2022 12:00:00 AM
202103230076951,900041345,Calcomanía Cubrepierna Central LH NN2 Moto Blanca UK110,Calcomanía Cubrepierna Central LH NN2 Moto Blanca UK110,4908909000,03/26/2021 03:24:13 PM,03/26/2022 12:00:00 AM
202103230076952,900041345,Calcomania Label Tire Information AX4,Calcomania Label Tire Information AX4,4908909000,03/26/2021 03:29:39 PM,03/26/2022 12:00:00 AM
202103230076966,900041345,Calcomania Tanque LH KK6 Moto Negra AX4 2021,Calcomania Tanque LH KK6 Moto Negra AX4 2021,4908909000,03/26/2021 03:34:14 PM,03/26/2022 12:00:00 AM
202103230076967,890301886,BARRA TENSORA 45D,BARRA TENSORA 45D (45DF537100IN),8714109000,04/08/2021 12:00:00 AM,04/08/2022 12:00:00 AM
202103230076970,900257051,TANQUE DE CONDENSADOS PARA CALDERA A VAPOR 200-300 GLS,TANQUE DE CONDENSADOS,8402190000,04/07/2021 01:51:45 AM,04/07/2022 12:00:00 AM
202103230076974,900041345,Calcomania Tanque RH KK6 Moto Negra AX4 2021,Calcomania Tanque RH KK6 Moto Negra AX4 2021,4908909000,03/26/2021 03:37:38 PM,03/26/2022 12:00:00 AM
202103230076975,900041345,Calcomania Tanque LH NK5 Moto Blanca AX4 2021,Calcomania Tanque LH NK5 Moto Blanca AX4 2021,4908909000,03/26/2021 03:41:23 PM,03/26/2022 12:00:00 AM
202103230076976,804010334,GANCHO LAMINAR ADVANCED PEDIATRICO,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:19:15 AM,03/25/2022 12:00:00 AM
202103230076977,804010334,TORNILLO DE BLOQUEO INFINITY,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:03:39 AM,03/25/2022 12:00:00 AM
202103230076978,900041345,Calcomania Tanque RH NK5 Moto Blanca AX4 2021,Calcomania Tanque RH NK5 Moto Blanca AX4 2021,4908909000,03/25/2021 11:38:45 AM,03/25/2022 12:00:00 AM
202103230076979,900041345,Calcomania Tanque LH YK1 Moto Roja AX4 2021,Calcomania Tanque LH YK1 Moto Roja AX4 2021,4908909000,03/25/2021 11:33:22 AM,03/25/2022 12:00:00 AM
202103230076981,804010334,BARRA TRANSVERSA ADVANCED,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:21:33 AM,03/25/2022 12:00:00 AM
202103230076982,900041345,Calcomania Tanque RH YK1 Moto Roja AX4 2021,Calcomania Tanque RH YK1 Moto Roja AX4 2021,4908909000,03/25/2021 11:26:04 AM,03/25/2022 12:00:00 AM
202103230076983,804010334,GANCHOS LAMINARES ADVANCED,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:24:14 AM,03/25/2022 12:00:00 AM
202103230076984,804010334,CONECTOR TRANSVERSO AJUSTABLE ADVANCED,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:25:58 AM,03/25/2022 12:00:00 AM
202103230076985,804010334,GANCHO CONECTOR ADVANCED,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:26:56 AM,03/25/2022 12:00:00 AM
202103230076986,900041345,Calcomania Tapa Lateral LH KK6 Moto Negra AX4 2021,Calcomania Tapa Lateral LH KK6 Moto Negra AX4 2021,4908909000,03/25/2021 11:20:19 AM,03/25/2022 12:00:00 AM
202103230076987,900041345,Calcomania Tapa Lateral RH KK6 Moto Negra AX4 2021,Calcomania Tapa Lateral RH KK6 Moto Negra AX4 2021,4908909000,03/25/2021 11:14:21 AM,03/25/2022 12:00:00 AM
202103230076988,900041345,Calcomania Tapa Lateral LH NK5 Moto Blanca AX4 2021,Calcomania Tapa Lateral LH NK5 Moto Blanca AX4 2021,4908909000,03/25/2021 11:08:02 AM,03/25/2022 12:00:00 AM
202103230076989,900041345,Calcomania Tapa Lateral RH NK5 Moto Blanca AX4 2021,Calcomania Tapa Lateral RH NK5 Moto Blanca AX4 2021,4908909000,03/25/2021 11:01:54 AM,03/25/2022 12:00:00 AM
202103230076990,900041345,Calcomania Tapa Lateral LH YK1 Moto Roja AX4 2021,Calcomania Tapa Lateral LH YK1 Moto Roja AX4 2021,4908909000,03/25/2021 10:56:01 AM,03/25/2022 12:00:00 AM
202103230076991,900041345,Calcomania Tapa Lateral RH YK1 Moto Roja AX4 2021,Calcomania Tapa Lateral RH YK1 Moto Roja AX4 2021,4908909000,03/25/2021 10:45:59 AM,03/25/2022 12:00:00 AM
202103240076405,890311875,CELDAS DE MEDIA TENSION TIPO SM6 DE 17.5 KV A 36 KV,CELDA ELECTRICA DE MEDIA TENSION,8537200000,03/25/2021 04:06:27 PM,03/25/2022 12:00:00 AM
202103240076694,890900148,TINTES PARA MADERA,TINTURAS PARA SUPERFICIES DE MADERA,3212902000,03/24/2021 10:36:51 AM,03/24/2022 12:00:00 AM
202103240076830,890311875,CELDA DE MEDIA TENSION TIPO PIX,CELDA DE MEDIA TENSION TIPO PIX,8537200000,03/25/2021 04:04:53 PM,03/25/2022 12:00:00 AM
202103240076906,890311875,TABLERO ELECTRICO DE BAJA TENSION TIPO BLOKSET,TABLERO PARA DISTRIBUCION ELECTRICA,8537109000,03/25/2021 04:03:31 PM,03/25/2022 12:00:00 AM
202103240076971,900257051,TANQUE DE CONDENSADOS PARA CALDERA A VAPOR 140-180 GLS,TANQUE DE CONDENSADOS,8402190000,04/07/2021 01:50:11 AM,04/07/2022 12:00:00 AM
202103240076972,900257051,TANQUE DE CONDENSADORS PARA CALDERA A VAPOR 80-120 GLS,TANQUE DE CONDENSADOS,8402190000,04/07/2021 01:48:23 AM,04/07/2022 12:00:00 AM
202103240076973,900257051,TANQUE DE CONDENSADOS PARA CALDERA A VAPOR 40-70 GLS,TANQUE CONDENSADOS,8402190000,04/07/2021 01:43:12 AM,04/07/2022 12:00:00 AM
202103240076992,800021390,TUBO PARA DRENAJE,TUBERIA PARA DRENAJE EN POLIETILENO DE ALTA DENSIDAD,3917329100,03/25/2021 09:24:36 AM,03/25/2022 12:00:00 AM
202103240076993,800021390,FORTGRID,TEJIDO DE PUNTO DE POLIESTER CON IMPREGNACION DE COPOLIMERO ACRILICO.ARTICULO TEXTIL PARA USOS TECNICOS,5911909000,03/26/2021 12:40:39 PM,03/26/2022 12:00:00 AM
202103240076994,800021390,BIOTEXTIL,TEJIDO DE PUNTO POR URDUMBRE TEÑIDO,5911909000,03/26/2021 12:34:54 PM,03/26/2022 12:00:00 AM
202103240076995,800021390,GEOCABLE,TEJIDO DE PUNTO CON MULTIFILAMENTO DE POLIESTER DE ALTA TENACIDAD REVESTIDO CON POLIMEROS ACRILICOS.,5911909000,03/26/2021 12:28:39 PM,03/26/2022 12:00:00 AM
202103240076996,800021390,GEOMALLAS DE POLIESTER PARA USOS TECNICOS,TEJIDO DE PUNTO DE POLIESTER CON IMPREGNACION DE COPOLIMERO DE ACETATO DE VINILO. ARTICULO TEXTIL PARA USOS TECNICOS,5911909000,03/26/2021 12:20:37 PM,03/26/2022 12:00:00 AM
202103240076998,800021390,JUMBOBAG HYDROTEX,BOLSA CONFECCIONADA CON TEJIDO 100% POLIESTER CON IMPREGNACION DE COPOLIMERO ACRILICO,6305390000,03/29/2021 08:28:35 AM,03/29/2022 12:00:00 AM
202103240077001,830071668,BASTON TIPO TONFA,BASTON TIPO TONFA EN POLIETILENO DE ALTA DENSIDAD,6602000000,03/30/2021 05:10:03 PM,03/30/2022 12:00:00 AM
202103240077002,900041345,Calcomania Tapa Lateral Inferior RH YVB Moto Negra AX2 2021,Calcomania Tapa Lateral Inferior RH YVB Moto Negra AX2 2021,4908909000,03/26/2021 01:55:24 PM,03/26/2022 12:00:00 AM
202103240077004,900041345,Calcomania Tapa Lateral Inferior LH YVB Moto Negra AX2 2021,Calcomania Tapa Lateral Inferior LH YVB Moto Negra AX2 2021,4908909000,03/26/2021 01:58:27 PM,03/26/2022 12:00:00 AM
202103240077005,900041345,Calcomania Tapa Lateral Inferior RH YHL Moto Roja AX2 2021,Calcomania Tapa Lateral Inferior RH YHL Moto Roja AX2 2021,4908909000,03/26/2021 02:02:00 PM,03/26/2022 12:00:00 AM
202103240077015,804010334,GANCHO PEDICULAR ADVANCED,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:36:36 AM,03/25/2022 12:00:00 AM
202103240077016,804010334,TORNILLO MONOAXIAL (ADVANCED PEDIATRICO),ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:38:29 AM,03/25/2022 12:00:00 AM
202103240077017,804010334,TORNILLO POLIAXIAL(ADVANCED PEDIATRICO),ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:40:28 AM,03/25/2022 12:00:00 AM
202103240077022,804010334,TORNILLO DE BLOQUEO (ADVANCED PEDIATRICO),ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,03/25/2021 10:43:10 AM,03/25/2022 12:00:00 AM
202103240077026,804010334,BARRA LONGITUDINAL ADVANCED PEDIATRICO,ARTICULOS Y APARATOS DE ORTOPEDIA PARA FRACTURAS,9021102000,03/25/2021 10:44:58 AM,03/25/2022 12:00:00 AM
202103250076441,890907406,PORTAVELOCIMETRO ABS,PORTAVELOCIMETRO MODELO FD-125,8714109000,03/26/2021 08:02:33 AM,03/26/2022 12:00:00 AM
202103250076852,890300431,CABLES PARA CONSTRUCCION BUILDING WIRE,CABLES AISLADOS DE COBRE PARA TENSION INFERIOR A 1000V. CABLES BUILDING WIRE,8544491090,03/26/2021 11:21:35 AM,03/26/2022 12:00:00 AM
202103250076926,830040574,LACA FIJADORA PARA MUESTRA DE CITOLOGIA VAGINAL,LACA FIJADORA PARA MUESTRA DE CITOLOGIA VAGINAL,3824999900,03/26/2021 09:31:02 AM,03/26/2022 12:00:00 AM
202103250076963,890300431,CABLES DE POTENCIA,CABLES AISLADOS DE COBRE PARA TENSION DE 600V,8544491090,03/26/2021 11:17:46 AM,03/26/2022 12:00:00 AM
202103250076969,890300431,CABLES DE CONTROL E INSTRUMENTACION,CABLES AISLADOS DE COBRE PARA TENSION  DE 300V,8544491090,03/26/2021 10:43:25 AM,03/26/2022 12:00:00 AM
202103250077048,811015541,CUEROS DE BOVINO EN AZUL WET BLUE,CUEROS Y PIELES DE BOVINO,4104110000,03/25/2021 10:38:02 PM,03/25/2022 12:00:00 AM
